id,transcription
1561," Real live shit. Bouncing you with that real live shit. Real live, real, real, real, real live shit. Let's do it. Yeah, using Dillard without a hesitation. Every track is a declaration and a dedication. Fuck it if you don't like it. I know that you're going to love it. We getting green while you getting red and you got to run it. Raising me too, I'm going to see you three. Crave you to breeze through up on the BQE. With your tank on E, I see your measly asses. Stopped up at the toe with your easy passes. Flat out, we flying in the lane. Why you need a sub like it costs tired in the game? Whoa. Quadruple entendre. Dropped in the new while you scooped in the Honda. Hyundai, fun guy, fun guy. One try, run by. Dumb high, sun sky, come fly. Glad as hell if you need a pip. So come and holler at you."
1562," You're checking out, dude. If you think you're harder than us, shut your fucking mouth and grab your seat on the short bus. Bow down when hate comes to town. Run around in a panic because it's going down. Turn your trousers brown like all around. And the crowds like ounce of fat man."
1564," You see, I've pal-paid more money than you've got pictures on Flickr. They call me the Uber, YouTuber, MySpace clicker. I love amateur homepages and dirt-style design. The interweb's a ghetto full of gustatory crime. Cross your fingers, make your hand look like a W, and holla WEBSITE! Hello my future girlfriend. This is what I sound like. Uh, Porta Sande, cupping it up. Check your birthday, keep on fucking it up. What? All my bitches up in the club. Let me see you shaking it, don't stop. Rub it down, bounce around. Wiggle every pound. Get it to the hyper ground. Everybody dance jump if you like-"
1565," I ain't chasing nothing and it's bloody and blood! Or I walk anyone who's mocked, walk me or you because I'm a monster! Bad trauma brainwashed it to me way of thinking, son-in-law."
1568," to France and I got two balls so I must not be Lance. Oh, strong, but I like to strong too. It pretty much explains why I'm faster than you. Getting dirty looks when people do not like me running over dogs with my DMX bike. Run my bike around the street real fast. See a fat bitch start to laugh. Ride my bike, smoke a pipe. Buffing fat joints is what I like. Smoke three blunts to the dome in one night. You're so high. Run my bike out of sight. Got chrome on my bike so you know my ride's tight. Got a fat joint. Yo, homie, spare a light. I got the flame, but yo, I wanna hit the white snake. We're riding on our bikes, passing joints like it's the Olympics. Anonymous has a collision with some bitches, knocking them down and spoiling the fucker dinner. Sending ribs and chicken up in the air like some hella-"
1569, Чарли Голланд
1571," minds flipped out to appreciate the spark list. And as books burn, we memorize. Roger Will and William Gibson. We Fahrenheit 451 and internalize our fiction. This is the last extinction. Stupidity become malignant tumors while hope and light die and echo back dark human rumors. We are no skywalkers. Rather tread down in the darkest depths, apocalyptic talkers. We deconstruct with every breath. And the books flip open and evaporate. The sentences become water. An end of days. An open invitation to mass slaughter."
1576, Thank you. Thank you.
1579, digital girl going around the world who is her why am i going there you and i who am i we can't digital girl going around the world who is her why am i going there you and i who am i we can't
1582," to hit your ears. Just stay on your hemisphere. That's hemipower. We green here. All natural. Reading Hemingway. Watching dark clouds brief the giveaways. See it part loud. Crack in your face. It come right back because I love the taste. Would you believe in a burn one spray with mace? It's all in the head. Pain we create. There's no debate. I procreate. I toss a fifth. I hit an eight. That's enough to stimulate and get syndrome to simulate. Lab experiments pivotate. This basically planet of the apes. Fries got burned at the stake. I'll lay the ashes reanimated. I'll rise. For the occasion. For the situation. I'll rise. For the latest. For my city, baby. I'll rise. For the day. For the night. I'll rise. Sometimes. All the time. I'll rise."
1584, In the not too distant future. Weston Mark DeMarco. I don't need this. Edward Langdon. Pro Threat Monster. DJ Monty with the dope sounds. Adventures in science friction. John. And now we invite you to enjoy our feature.
1585, earthquake i see the sunshine off the sea like a teardrop on a cheat i touch you like a porcelain doll i smell you like a flower so sweet smell like a flower so sweet smell you like a flower so sweet smell you like a flower so sweet smell you like a flower so sweet you to me are a summer breeze or root beer floating tears so fly like a flying trapeze and fly down
1586," Problem solving's your policy, never dive deeper. Weakass, cause I popped him right after I fucked up your speakers. Better call a hospital. I just seen him treble stab, rip rap, damn, it's a suicide. Nah, scratch that, it's a homicide. Vulture with a mohawk slamming at your palm and eye. I'm just rapping like a bird of prey axe. Backpack chock full of vertebrae snacks. Yeah, so carry on, little carry on. Your rat race gets my silver spring gas face. As you up, chatterbox, plus a lazy brain, mental slow down, I explain like I'm Frasier Crane. Cheers! You're a clown with no claws, and I make you bust a mean Jackson Pollock in your drawers. Everybody likes to touch somebody sometimes. Not everybody can touch me, though. You're not a rich..."
1589,自己的事才把你還恨不給你要你恨他做什麼為他自說的阿里阿札的ABCD自己的法不犯詐你做的賣茶你做的賣天問過你做的賣出公園他在老祖先什麼的大片崗山崗天的酒你發神經金門士不怕賤不怕死不怕賣沖天泡不怕賣共產窮怕賣雙生你超多不會餓是啥吃飯要兩千要三百兩萬三件麻煩不好自己去看家OK
1590," Ay yo Now leave me alone Yeah You pick and you wish on a four-leaf clover to be the E-double-E Over and over you intrigued by the way I do my thing Yo do what thing? Pick up the mic, high, and make a swing I got the capability To do what? To rap and chill, coax and tax them seeds who tend to act ill What it's like MD? Yo, it's like a diggum smack Ay yo And yo you smack P and I smack your back I get goosebumps when the bass line's up I suck an MC on Rod, now it's time for lunch Now when we coolin' on the scene, we know this one thing When I bounce, the girls and Tucker entries clink I consider myself better than average Ay yo, we rock the mic like a wild beast savage Check it, I'm in the bottom of the state I can't concentrate I make a move like chess And then I yell checkmate You know why I get Zania and Zania"
1592," I call my own path, breaking my back for every dream I have. This ain't no fat ass flash. Hall of Fame cats, pioneers of the rap and scratch. R.I.P. Jam Master, unsurpassed. Even in the afterlife, none brighter or badder. It's a fact. For peace, for love, to be free, for justice. Are you ready? I'm ready. Are you ready? I'm ready. Time to take it to the top. Time to give it my best. I'm ready to rock and live life with each breath. And you know I don't stop, cause I do it to death. And now I'm ready to drop, because I'm so damn fresh. I'm ready for love, ready to rise above. Set my goals even higher and fly like a dove. Excel to my potential and always look up. Ready for whatever may come, man, no matter how tough. I can always do better. See, it's never a..."
1594, you you
1595, © BF-WATCH TV 2021 © BF-WATCH TV 2021
1596," It's our life. The ups and the downs, the joy and the strife. Wouldn't change it for the world. It's the path I preferred and excelled in. Men, women, and children feel this feeling. Universal light and it's universal meaning. The truthful setting free. The thoughts so appealing to me. Like being one with the beat, we achieve a newfound high. Man, it's easy to see. We mastered the mic. What I write's just life. My spirit just walks in the sky. Paradise."
1597," I'ma cheat the game like the spoiled chef. Smack them into silence and put them in timeout. Cut the hatred. If you don't have something good to say, then don't say it. Just to be real with y'all, everybody's an equal. Anybody can get it. No favorites. Laugh! Laugh! Laugh! Laugh! Serving feet. Serving feet. That's what I'm talking about, man. Making that illegal cream cheese, man. I mean, he's an actual game. How we doing? Gotta get a verse for y'all with that triple beam. Y'all my cousins. This is for my cousins with the triple beam dream. On rainy days, count ways to get cream. Stacking bundles. Keep on your toes."
1598, again they stole our vocal chords and sold them to the devil we used to raise our fists now our leadership just settles eyes off the ghettos keep watching those space shuttles amidst of this madness this madman that went even when we vote the opposite it all reverts to reagan silly christian pagans still clutching mid-stated back to ancient babylon that might unravel dawn misconstrued worldviews used to assault the misinformed kings that move and act like pawns artists conforming plain minstrel could we stink treat our young as criminals truth festers under scabby lies we the permanent underclass don't act surprised
1599," Even when it's strength we try to harness, my mental state tarnished. The way we act on streets is all tarnished. Even when we meek, we still tarnished. All the words we speak is mad tarnished. The core of man tarnished. They say at best we train savage. Train a Thor, Kek, collect his souls, all ravish. Raise my weary fist to catch my breath above the gutter. Gave away our hope and dignity is not to smother. We still suffer. Tragedy at times results in stutter. Stability off kilter. Resist within oppression. The struggle is a weapon. Perhaps this is a blessing. Existence is the lesson."
1602," Eu é quioba, ságo, jebabá Eu é bobo, torixá Teregum ala, atitumô Teregum ala, atitumô Abadona do ala, ó Tere Teregum ala, ó atitumô Eu é quioba, ságo, jebabá Eu é bobo, torixá"
1604," A beleza que fizeste para mim, ai não me dá prazer nem alegria. Jesus Cristo perguntou o que queria, ele disse sim ou o meu desejo. Ah, é ver outro igual a mim, porque não vejo. Um outro ser que me faça acompanhar. Ah, é ver outro igual a mim, porque não vejo. Um outro ser que me faça..."
1605," Parol papalocô, parol ampiló Pucê nalê, nusê papiúna Podê nuvel baiaguê Papalocô, ucê vã Pucê nalê, nusê papiúna Podê nuvel baiaguê Papalocô, ucê vã Pucê nalê, nusê papiúna Podê nuvel baiaguê E tu só que de bien"
1607," they fall down, down, down. I'll wait for you. It's been two hours now and you're still somewhere in town. Your dinner's getting cold. I rest my case. You are always this late and you know how much I hate waiting around, round, round. Bitter heart, bitter heart tries to keep it all inside. Bitter heart, bitter heart shadows will help you try to hide. Bitter heart, my bitter heart is getting just a little fragile."
1608, So bleak And what is time and soul we have What is time and soul we have To make you believe in To save you from leaving it all Dream of them lights So much brighter Voices louder I hear them weep Naive prayers Lone and futile The pulse that's rising Is boiling underneath Me to the core
1609, Textning Stina Hedin www.btistudios.com
1610, Koko beilek beayo Udofi ya sawereo Ya Ya olejo olejo Ya oki eolomi Ya kere olo do a oyo Ye monja fari sa korong ege
1618, E a cada momento que eu desperdiço com você Não sei se no fim tudo vai voltar Nem parece que o que aconteceu repercutiu demais pra mim Nem parece que minhas lágrimas tiveram fim Nem parece que eu chorei Nem parece que eu quis chorar Mas por favor não me faça perder meu tempo
1625," Na boboia eu vou. Eu vou. Na boboia eu vou. Subo o rio no contrafluxo, a margem da loucura. Na fé que a vida após a morte continua. Eu vou. Na boboia eu vou. Eu vou. Na boboia eu vou. Entrou uma toada em dia de noite escura."
1636, Ding-a-ling-a-ling-a-ling Ding-a-ling-a-ling-a-ling Thank you. Thank you.
1645, We kill no sound while in Germany. We fling rubber dub and we hurt them belly. Some come from Cologne and some come from in Berlin city. But we are addict. Arrogant against addict. Just arrange me. We.
1661, you you
1668," Agua, agua, agua, agua. Agua, agua, agua, agua."
1670," Stopped on our mission, we don't need that party Let's swap our guns so we will have to talk again We've got our vision, we don't need that party We are all human so I shouldn't be hiding This mission is a fight, fight for all but not for human rights So put democracy on the table for the dollar bill"
1671, To fail Just like always I'll wear out And tear like a trunk Full of water And I'll hold Your hair Till I have to And the shifts You assume you have some And I'll hold Your hair Till I have to
1674," Eu penso em tu toda hora Tu nunca me deixou só Tu nunca me deixou sem Tu me enfeitava de flor, lelê Me chamava de meu bem Me deu vestidinho branco Deu sandalinha de couro Ai, lelê, se tu não volta..."
1678," To visit me in my dreams You were bed in blue light Floating fly in front of me Your face was so, so, so So bright your heart too close my eyes to see The first thing that I do Is roll my arms around you And never let go And never let go And never let go"
1687, Thank you. Thank you.
1689, Sous-titrage Société Radio-Canada ...
1694, Regarde-moi quand je te parle ! Je t'ai dit que tu étais en erreur !
1696," Ahora plástico antes corazón. Hago clic, suena un clac y un segundo y por la magia ahora soy ratón. Voy abriendo todas las ventanas, volando sin colchón, recibiendo todos tus mensajes. No hay..."
1701, Thank you.
1703, ¶¶ ¶¶ ¶¶ ¶¶
1706, ah ah oh
1709, © BF-WATCH TV 2021 © BF-WATCH TV 2021
1710, Thank you. Thank you.
1714, Bye. Bye.
1732," While it lasted, it was grand, my love. We lived and loved our days through, but each night in dreams it started anew. He comes to me like he used to do, my love. And then he holds my hand."
1748," With every single bite, break this spell Just send me straight to hell If you consider this, this is not too much Many years have passed Since we've been together What do you think about the weather? Oh, if you ever send us letters Many ways to change the world Many useless words Sometimes I..."
1749, Thank you. Thank you.
1758," See, in Copacabana I just vibe, want a roofer by my side, are we never coming back? Copacabana is a place where you'll never fall from grace, close your eyes, don't make a wish. People running to the beach, people talking to the night, I'm not doing anything. Room 299, that's the number on my door, my way to paradise."
1771, Thank you. Thank you.
1772, © transcript Emily Beynon © transcript Emily Beynon
1774," Esco perché No, non lo capisco proprio perché tutto quanto oggi Non capisco perché Mi fa incazzare Mi fa incazzare Mi fa incazzare Mi fa incazzare Mi fa incazzare Mi fa incazzare Mi fa incazzare rifincazzere rifincazzere rifincazzere rifincazzere rifincazzere rifincazzere"
1776, Thank you. Thank you.
1778, Thank you. Thank you.
1785, Thank you. Thank you.
1788,ご視聴ありがとうございました
1795, you you
1801," If I sing for you a red lipstick, will you come to me? Sunday, planted rose of plum. Sunday, planted rose of plum."
1802, forthcoming thoughts shook the words right through my teeth where I turned black and blue looking just keep thinking that I'm golden that this will make sense when I'm old but each and every step I take leads me further from the door when I get cold I'll think of her say what you want say what you need my head is a cave where apathy craves for you and me oh I got the west coast blues each and every day
1806, So out of time That we're lost in our own world So I remind you again You came undone And it's always been so fun To forget about the days When we never had our time So it will be Still you are my place
1809," Oh, my God. Oh, my God."
1811, I hope you'll see I'll keep you under my skin and bones And hope you won't forget And please don't take our love away So I won't sing down low I wanna roll these days So I won't sing down And please don't take our love away So I won't sing down low I wanna roll these days
1814," I get that cause I know There's no way I'm going to hell Fuck that, I love myself I could have been equipped to stay home I'm walking down the strip, can't stay home I keep my legs strong to keep my legs long enough I keep my legs strong to keep my legs"
1815, My body moves to a primitive rhythm. I found my soul when I lost my religion. All my life been addicted to music. I've got a mind and I don't want to lose it. I've got a mind and I don't want to lose it.
1817," Well, I can sing too well. Yeah. You're holding on for better days, but you know they don't forget a thing. You're holding on for better days, but you know they don't forget a thing. Yeah. You're holding on for better days, but you know they don't forget a thing. Yeah. You gotta take control of your insight."
1818," Oh, oh, oh, oh, oh, oh. Oh, oh, oh, oh, oh, oh, oh, oh, oh. Oh, oh, oh, oh, oh, oh, oh, oh."
1820," what you need. Release our pressure. Let your thoughts. Gladness, I need you. Gladness, I need you now. Gladness, I need you. Gladness, I need you now."
1824, Thank you. Thank you.
1825," I thought I was too cynical for this, a love song without a stupid twist, and a whole wits system talking shit, so please shut me up with a kiss. Answer to the question that no one ever asked. Yum. Vigil."
1829," I, I, I Smokey the Bear Standing there In front of the woods All black in there Tears in his eyes I, I, I She calls me a bum Sleeping through the day There was nothing I wanted to say I close my eyes"
1830," No. You sit around with your best friend. She says you should go. But to you, I'll be true. Cause of all we've been through. To you, I won't say no. Cause I know what you'll do. You took out a piece of yourself. You hardly knew. Why don't you just take it back? That's what you should do. You turn it on."
1833," down like the records in your room. When I was young, I was terrified of the ages. And then I was 17. I was scared it was related. And it was all around. And it was all around. It was every single move. It was every single song. It's all the same thing. Every single sound. It's all the same thing."
1835, I feel like I'm so far to the gate You run with the light Don't you know it's summertime You run with me I thought I took the time
1837, Thank you. Thank you.
1841, Take my hand They are shaking for you Take my face
1846, I've always since too Oh True Na na na na na na na na na Na na na na na na na na na Just to the fall fall fall Fall in the fall Alright I just wanna sing something Sing something with a love something Something with a love something Something without words I just wanna sing something Sing something with a love something Something with a love something Something with
1852, And maybe we could take down all these walls And leave you underneath The rubble that you've been in And maybe we could And maybe we could be friends Or whatever Friends Or whatever I would never know
1853," Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh. Hands up, up, up and down. Higher hills lay to grab. Down, down, up, up and down. And now I see, now I see you. Breezy place, twinkle eyes, anywhere, yet they burst. Softly, earth and earth respond to the drops. And now I feel, now I feel."
1856, Thank you. Thank you.
1862," Where you feel Oh, you've never felt With just one more needle I thought I had discovered All your worries And maybe I will never help you But I guess you Live the way of love It's only when I see this pain in your eyes The color of your skin this morning That I know"
1865,Wow! 何をするか 急ぐ 急ぐかつての カンカンカンカンカンカンカンカンカンカン
1871," Oh, a light in my life. Now I know it was right to come back. Whoa, and back to your arms. And if you see me, just take on me. Don't try to fool me, just take on me. Cause you can't treat me, just take on me. You always want me to come back. Yeah, and you're gonna see me tonight."
1872," I know. Believe me, I know. I know."
1874, That's what I need That's what I need That's what I need
1877," alone Collecting one dollar for a job well done It sure beats a grand for shaking dirty hands May your cigarettes taste like anthrax spores And all your work gets slashed by razors Cling to what I told ya Pull it, pull it, shoot through Hey Christine, what do you want? All I want's for you to sing my name each morning Each and every syllable is reciprocated by yours truly And the couple in the next room, talking to each other through the palms of their hands They don't ever care about relationships Cause that kind of chatter just doesn't factor into their equations Listen to what I told ya I don't wanna talk because we don't get along Collecting one dollar for a job well done It sure beats a grand for shaking dirty hands May your cigarettes taste like anthrax spores And all your work gets slashed by razors Cling"
1879," Isn't what we want. Central City gonna take a chance. Gotta grind out. Rip it down the fast track. Cutting little blankets. Boost the sound. It's time to make them dance. They wanna breathe. Our dreams are waking from this trance. Crash status. Take our future back. Come together and crack the fold. Fold, fold, fold, fold, fold, fold, fold. The wire is safe. The body line is working in time, time, time, time, time, time, time, time. It's time to ride. This life is difficult. We've all lost love. The life is real crimes. The signal's down."
1882, It's all in your head. Not nothing you said. So now you know that spring has come. Take it easy. Please don't get too high. High. High. High.
1884, from the waistline my dreams can't deliver these things to my bedside very short
1885," Won't wait to love another. Cause I'm all fucked up, don't you know? Hopelessly love to another soul. I'm all fucked up, don't you know?"
1889, Thank you. Thank you.
1891, Thank you. Thank you.
1893," I said, learn French over troubled water. And I said, but mom, I want to rock. Because I like to rock. Rock. Come on, I want to rock. Rock. I wanna, I wanna, wanna, wanna. Rock. Are you gonna let me? Spend my days in a purple haze. Mid to late 80s was the glory days. Nelson and Aerosmith driving their axes. Crotch pants, booty dance, cheating on taxes. I don't wanna listen to Yanni or Goth. I wanna hear Eddie Way with David Lee Rock. Kissing the clash pins in the care pack when rock was pure. I learned French over troubled waters. Mom said, it's my little boy."
1898, My oh my Your drawings made me cry You said you couldn't understand why I cannot tell a lie My oh my When I met you at
1899," your self as a boy. Ba da ba da ba de ba da. Ba da ba da ba da. Ba da ba da ba da. Ba da ba da ba da. Ba da ba da ba da. Boy, how smart you're hung on."
1900, If you were here you could help fix these parts But you're not I don't have a clue You say this is too true to be good I guess we could forget what we've found But I can only yell at you When I'm just trying to get through That I could feel like I should If you were around But you're not
1909, Субтитры сделал DimaTorzok Субтитры сделал DimaTorzok
1914," In time, let's live and go on to your stolen voice. The fall of war, within these plants they will sit. The plant on high. Slowly, slowly, noises follow as they wander. The new scent of light, the new shade of deemed Republic, the light of deemed Republic,"
1919," Hey, baby. Hey, baby. Hey, baby. Hey, baby."
1929, Thank you. Thank you.
1934," Naya. Mami! Ag trabajar, mamah!었던 Boy-Boy kisah kanta nambar! Amma! Amma! Jangan lupa your sis w1303! Grab siku! Amma! Terima kasih telah menonton!"
1938," Ah, ah, ah, ah, ah, ah, ah, ah, ah."
1945," So easy for me to do everything I want All the sensations taking from myself Deeper and deeper So don't end this fire I will never get bored in my life Now I'm walking alone in the rain With the pussy going in my brain Fucking sick with the fucking pain And I can't, can't, can't, I can't And that's the side of fucking road That's the side of fucking road Oh, that's the side of fucking road Oh, that's the side of fucking road Oh, that's the side of fucking road Yeah"
1953, It's you. Yeah. And I oversleep again. And I'm pissing off my friends. And I'm dreaming of the sea. And I doubt if you need me. And I trip another mile. And I swear under my breath. And I fail another test. I don't doubt that I need you. Yeah. It's you. Yeah.
1961," You say I got no class. Well, it's not like I did before. You knew what I was all about when we first started making out. Now you're trying to turn me out. Oh, no. Oh, oh, oh, oh. You say my head's a mess. Well, baby, that's just my stint. Then you say I'm not well-dressed. Well, I'd say you're hard to please. Just love me for who I am. What I do, not what I can. Oh, I just can't be your man no more. Oh, oh, oh, oh, oh. I won't do what you want me to. I do."
1963, 🎵 Maria said If they kill us Then we were born to die Then we were born to die Maria said We were born to die
1966, ¶¶ ¶¶
1969, I will let you know. I will let you know. Take my crazy. I will let you know. I will let you know. I will let you know. I will let you know. I will let you know.
1973, We know it was good and worth your... We promised it for all. Still we believe it. We believe it. We believe it. Still we believe it. For all. For all. For all. We believe it. For all. For all. For all. I should not believe it. I should not believe it.
1978," It looks so good. Wanna hold her, wanna hold her tight and get teenage kicks right through the night. I'm gonna call her on the telephone. Have her over cause I'm all alone. I need excitement, oh I need it bad. It's the best I've ever had. Wanna hold her, wanna hold her tight. Get teenage kicks right through the night. Wanna hold her, wanna hold her tight. Get teenage kicks right through the night. Alright."
1980," I've got the new sincerity. I've got a secret vocabulary. I've got midi in, out, through. I've got dialectical sports to me. I've got home choreography. I've got a conceptual stunt double. I've got a deviant scene. I mean, multiple alliances. I've got to move on. I've got to move on. I've got to move on. I've got to move on. I've got the gift of fear. I've got the courage."
1981, Terima kasih telah menonton!
1986," They feel me breathe, I am watching you. I see it all. The many ways you can't get to me. I see them all. I see the hell you put yourself through. All the things I could do if I wanted to. My voice just echoes off these walls. My voice just echoes off these walls. I don't need anything at all."
1989," I lost my friend, Kevin. It's such a crying shame, cause then, I lost my friend, Kevin. I don't know what happened to them. I stuck him to the underground. They didn't even make a sound. It was silent, and I didn't like it. But I can't even start to fight it. It's true. It's true. It's true."
1992," You should have known. I tell you, I tell you, I tell you, it's conspiracy. Drugs in the water keep us dumb. I tell you, I tell you, I tell you, it's conspiracy. Fucking admit it. It's conspiracy. Just fucking admit it. It's conspiracy. You're telling me that you're going to say some terrorist thing just to get some money out of Congress? Everything a lie, everything you hear, everything you see. You know what you did. I had a plan to get us out of here. I know you want out for your family. You're just going about it the wrong way. There is no wrong way. There is no wrong way out of here. Just fucking admit it. It's conspiracy. Just fucking admit it. It's conspiracy. She said to me. This is my truth. She said to me. I don't need anything said to me. Your life is a lie."
1993," I'm doing it anyway, does it in a different way, each and every other day. Don't be a slave, don't be a slave as you was before. No one, I won't let it be a slave, because the other day, do it different, each and every way. No one, no one, no one, each and every way. It's late, it's Dutch, dead, it's Dutch, dead, it's Dutch, dead, it can't be the same, the last, the other day, I told myself, it won't be as late, no, it won't be the same, as the other, the other."
1997," Oh, Kate. The dearly maimed and proud spade. Yes, I'll be a-mazing. Yes, I'll be a-mazing. Wait, wait, I'll wait for Kate. No. No. I'll wait, I'll wait for Kate to raise. No. I'll wait for Kate to raise. No. No."
2006," Air traffic control, I'm coming down Just waiting on your word, flying round and round This may not be the best timing But the heavens are full and I need the ground Air traffic control, if you were in my place If you could feel my wings, you too would fall from grace Blessings are not, I'm coming down The heavens are full and I need the ground Ooh Take off your oxygen mask Send your love jackets, please They'll be only pain if you survive the seas Kiss your neighbor goodbye Let go of your seas Let go of your seas Empty promises, false words that you said Come tumbling down from pins over head Limbs broken and scarred, hearts opened and marred To find who we are, they'll dismember our bones And take us apart Take us apart Take us apart Take us apart Let go of your seas Let go of your seas Athena Angelic I turn around, color them all Or are we the only ones Take off yourarak Take off your approval Names outer Corona I'm coming down To all the conclusions To all the KrumpB adjustment Like Summer to be Fuin- wenn And now I'm out and aboutzia What can I sayえっ Mayer Therefore I want to say Thank you I came here All I had to do was step down"
2031," Let me make this clear, it doesn't matter why I came here For the city, for the music, or for you The only thing that matters is that when you are not here The city's empty and the music's out of tune I hope you still feel the same when you get back I hope I still remember how you felt before you left Could you come back as someone else and would I ever know Or am I the one who changes when you go When you go, when you go Or am I the one who changes when you go When you go, when you go I've been traveling myself, alone with no one else Half a world away from where I call my home But nothing looks the same without you there to see it with me I need your eyes in addition to my own When you go, when you go Or am I the one who changes when you go When you go, when you go When you go, when you go Or am I the one who changes when you go"
2040," Yeah. Yeah. Yeah. Today is the day that can make me cry Cause I'm never gonna love again Bag that's falling, all it is calling And next I'm gonna be Iran A bomb over here and a bomb there Couldn't care less about the shot of Iran The draft's coming soon, better change your tune But don't be telling me you don't understand Oh, you understand 9-1-1, go and grab your gun, son And tell your wife you're going to war Make sure you don't miss all the terrorists When friendly fire's coming through your back door Suicide bomb, now your buddy's gone And there's a child lying dead in the street There's blood on your hands, but you don't understand Well, we're never gonna set defeat Major combat operations in Iraq have ended In the Battle of Iraq In the Battle of Iraq Iraq, the United States and our allies have prevailed. I said fuck! Fuck the war! Say it again now. Fuck! Fuck the war! Ooh! Fuck! Fuck the war! One time fuck! Fuck the war! What are we fighting for? New tactics and precision weapons we can achieve military objectives without directing violence against civilians. Without directing violence against civilians. There is no doubt that小acun, now has weapons of mass destruction. There is no doubt There is no doubt There is no doubt There is no doubt That小acun, now has weapons of mass destruction. Fuck! war but this war there are some who feel like that the conditions are such that they can attack us there. Man should bring them on. Man should bring them on. I said fuck fuck the war fuck fuck the war I said fuck fuck the war fuck fuck the war what are we fighting for what are we fighting for what are we fighting for what are we fighting for what are we fighting for But I will be fine"
2041," On a hill in the middle of town Sits a little white church with a little white steeple But none of the people go there anymore On a hill in the middle of town Sits a little white church with a little white steeple But none of the people Go there anymore Go there anymore And the bell still rings on Sunday And the deacon he still prays And if you listen carefully You can still hear the choir sing Amazing grace On a hill in the middle of town Sits a little white church with a little white steeple But none of the people go there anymore Go there anymore Preacher, you can't save me Put your Bible on a shelf Preacher, you can't save me Cause I've already saved myself On a hill in the middle of town Sits a little white church with a little white steeple But none of the people go there anymore Go there anymore On a hill in the middle of town Sits a little white church with a little white steeple But none of the people go there anymore Go there anymore Predators, there it keeps getting f dire Been sweet up until the end You can hear the rotting heart But if you're alive, it's your time You can still hear the choirs kadar But none of them play anymore Because of the ethical reason Call ye me, you need to hang to whatever기 movie is here at 141. institutionally"
2044, you you you you you you
2052, Sous-titres par Jérémy Diaz Sous-titres par Jérémy Diaz Sous-titres par Jérémy Diaz Sous-titres par Jérémy Diaz Sous-titres par Jérémy Diaz Sous-titres par Jérémy Diaz Sous-titres par Jérémy Diaz
